0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048349	0.0152313	0.0685547	0.0801265	0.0900378	0.123356	0.070967	0.0358774	0.0274758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00421697	0.0615559	0.0696178	0.401363	0.446489	0.723966	0.789984	0.985492	0.765997	0.528777	0.447992	0.374428	0.189339	0.0464613	0.0376849	0.0259321	0.00480398	0.185447	0.00444439	0.0122441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123949	0.245264	0.453538	0.949973	1.58749	2.2545	2.23071	2.35185	1.67803	1.54885	0.876479	0.936449	0.479903	0.651854	0.248374	0.122314	0.0498267	0.0254563	0.00577565	0.0121957	0.0415256	0.00764048	0.00813551	0.0225489	0.0663332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0.00318089	0.0427934	0.172856	0.528575	1.13751	2.53461	4.78779	5.66214	6.69827	7.22647	6.23714	5.22874	4.09641	2.28429	2.54506	1.54063	0.954657	0.554961	0.214843	0.437826	0.131652	0.136165	0.061942	0.0270761	0.0026708	0.00599791	0.0117387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0.000928456	0.045138	0.144612	0.538342	1.60222	2.95788	5.18497	8.70735	10.1707	14.0048	13.6229	12.875	9.64072	9.31525	6.5192	4.48733	3.19319	2.2333	2.06851	1.25949	0.443427	0.379686	0.276463	0.292065	0.176942	0.0494662	0.0588465	0.000213594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0.0051869	0.00497772	0.0217805	0.191903	0.962777	2.35416	5.56523	9.78993	16.4086	20.8163	24.2837	27.7693	25.3492	20.7653	17.1576	12.1998	9.39884	6.63685	4.43628	3.53561	2.27872	1.44878	0.663636	0.292309	0.439896	0.282947	0.126406	0.0952022	0.0953925	0.0536798	0.12552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0.011916	0.0105817	0.0672509	0.2263	1.43259	4.52516	9.97864	16.4975	28.053	34.9113	41.6185	44.0897	43.5039	38.1799	31.2447	24.9317	17.2455	14.1627	9.7303	7.94916	5.78824	4.00065	2.56331	1.30555	1.06213	0.753209	0.518303	0.156142	0.206312	0.162201	0.149026	0.066539	0.0792345	0.0231371	0.0348348	0.00540013	0.00594142	0.00119665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0.00240743	0.0268625	0.131935	0.745685	2.40168	6.56359	13.7293	26.4686	39.1861	56.0636	63.7332	68.0843	68.1315	60.0814	51.6194	40.2687	33.1584	22.2059	17.4621	13.3088	8.7084	6.15878	5.21852	2.4198	1.74865	1.4974	0.91294	0.511463	0.333681	0.0541003	0.108281	0.0311441	0.0476267	0.0366467	0.000584782	0.0174153	0.0149518	0.0405317	0.0254722	0.00485479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0.00685739	0.0684314	0.111338	0.964098	3.13594	9.06199	19.9304	37.0101	53.2185	76.6971	87.2024	93.8846	95.5197	88.2864	74.9125	62.7134	48.8698	36.9388	28.6723	20.8816	14.869	11.4898	7.88678	5.19406	3.394	2.39506	2.04126	1.46277	0.752753	0.475207	0.323406	0.0998691	0.0899533	0.121066	0	0	0	0	0.0146713	0.0282524	0.024612	0.0214381	0.000536063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
