90.3965	5325.25	1634.49	637.593	287.367	134.028	68.2461	36.9268	16.5608	5.29656	3.69175	2.5106	1.54211	0.896052	0.258815	0.0401376	0.0371517	0.103266	0.0636407	0.0549122	0.0152818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113.697	2229.48	1454.08	908.979	525.504	315.782	190.151	106.96	66.8319	38.5291	22.1864	12.2141	8.75751	5.62081	3.38157	1.54882	0.926864	0.524931	0.601656	0.247427	0.356008	0.196847	0.119738	0.0404106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.492	958.723	916.495	746.334	553.588	401.076	294.778	192.122	128.697	84.5668	56.4665	32.4727	22.8123	16.3753	10.6968	6.03454	3.44297	1.90868	0.922929	0.786394	0.328073	0.35723	0.0668966	0.308611	0.180973	0.0936066	0.0187373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.024	388.212	481.908	499.783	481.621	396.217	329.917	245.98	188.002	134.659	103.666	72.3541	48.3442	33.4584	24.7809	14.3302	9.27842	5.83122	3.32493	1.83125	1.14853	0.780577	0.770819	0.296056	0.268911	0.151473	0.176808	0.14501	0.0134198	0.0118402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.126	146.789	233.732	298.037	316.114	319.949	317.112	277.472	230.426	177.797	142.356	105.425	76.3119	56.9322	44.1717	30.7058	20.8816	12.8201	10.4946	6.33673	4.41634	3.02627	1.55618	1.47072	0.656108	0.341262	0.157199	0.033432	0.0184648	0.0458132	0.0754998	0.0102472	0.0296049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123.526	47.7579	95.5032	156.949	190.567	218.102	233.195	231.397	218.298	197.924	165.425	130.429	104.92	86.8012	64.9359	53.6018	34.7939	26.4088	19.871	13.6228	8.74622	6.59708	4.89113	3.60203	2.45332	1.66861	0.729723	0.276753	0.233703	0.0824935	0.09056	0.0773991	0.110418	0.0367559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
117.867	21.1283	37.4908	62.458	111.398	125.161	158.396	174.114	191.8	176.067	173.124	147.109	126.96	113.069	89.8523	76.3755	60.1255	44.3452	35.3563	26.4272	18.5251	12.6351	8.04533	6.24896	4.93144	2.80488	1.533	1.03688	0.707771	0.739589	0.271849	0.16916	0.120587	0.112063	0.0822409	0.0237248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118.435	16.8908	17.0002	29.3759	53.9149	78.2468	102.676	113.19	138.609	153.408	150.848	142.202	134.332	125.263	104.696	90.2099	77.6473	61.9299	52.8953	37.2753	32.6829	23.2643	17.1897	13.0758	8.58836	6.25203	4.13662	3.07174	1.82333	1.1508	0.952341	0.188845	0.154493	0.143926	0.162067	0.100755	0.0130039	0.00357999	0.0122285	0.0316025	0.0134552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
117.068	17.2856	4.91096	11.1307	24.4542	38.3959	48.5176	66.117	91.7523	113.387	120.641	121.916	120.008	117.781	109.648	98.5058	89.3066	70.9606	66.9602	53.7012	43.19	35.3894	26.0962	20.4897	16.3236	11.61	7.51026	5.26534	4.29595	2.61177	1.95452	1.12644	0.804044	0.592044	0.483125	0.215818	0.0818532	0	0	0	0.010856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111.628	21.5692	5.95948	5.85341	9.71672	19.5955	29.8092	38.2917	51.0525	69.0339	79.51	94.8123	101.889	104.153	111.568	102.261	94.8525	87.1286	76.8802	61.3845	52.0762	48.5552	36.9994	30.6699	24.3024	19.8382	13.763	10.5079	7.35814	5.77038	4.21264	2.73005	1.68454	1.29448	0.839945	0.401961	0.299031	0.18763	0.0943242	0.0545719	0.0513197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
