0	0	0	0	0.0882755	0.221497	0	0.0722083	0.0317403	0.0435113	0.116542	0.00472591	0.0125861	0.0660718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0868859	0.764856	0.262284	0.69081	0.729221	1.09303	0.567373	0.875232	0.738341	0.381461	0.0836427	0.0880327	0	0.0487273	0	0	0	0	0	0	0.0179376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.445694	0.951727	2.10622	2.92442	2.84183	2.23411	1.55921	1.40627	1.46754	1.29578	0.691523	0.601558	0.18009	0.255218	0.0300483	0.00452236	0.0648958	0	0	0.0554473	0.0141821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.2982	1.39373	3.25106	3.44413	5.43634	5.35412	6.05303	4.50961	3.79629	3.09521	2.57133	1.98449	1.21894	0.7369	0.390506	0.377784	0.302095	0.098919	0.124793	0.154032	0.142048	0.119654	0.0886339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.599637	2.5222	4.85457	5.06432	6.1107	9.46849	8.64744	9.29104	8.63732	7.38121	5.4247	4.99217	3.96417	3.09362	1.87373	1.76156	1.37241	1.05696	0.404186	0.479301	0.388992	0.309945	0.237207	0.132866	0.107876	0	0	0	0.00753943	0.00590821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.822044	3.46754	5.83144	9.27121	9.17775	15.1266	15.0456	16.0633	15.3004	12.7949	13.1955	9.52432	9.32272	6.02959	4.82116	3.97657	3.62463	2.82524	2.13479	1.49193	1.14302	0.785379	0.512789	0.541886	0.365852	0.17082	0.0970246	0.0917461	0.0209946	0.0197977	0.00730236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.982704	2.65018	6.49703	10.1551	13.0426	19.4238	23.2378	26.159	24.963	25.2107	23.2214	18.4321	16.9006	13.5921	12.0609	9.67649	8.01678	5.70297	3.5518	2.85585	2.50463	2.00989	1.07173	0.578652	0.764629	0.690112	0.194312	0.120611	0.0793023	0.0121732	0.0307689	0.0262928	0.00725678	0.0628759	0.0118611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.731154	3.21436	9.61156	11.7405	17.8354	24.2097	27.7023	34.3272	36.1253	39.4513	36.3328	30.1433	28.478	25.4145	22.2416	16.4251	15.8723	12.5261	10.0265	7.50261	6.4803	4.8038	2.77197	2.10908	1.36807	1.39063	0.959265	0.252568	0.196232	0.124593	0.0737709	0.0327022	0.110333	0.0856793	0.0159224	0.043335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.928908	3.36795	10.4802	15.7786	22.2201	34.148	42.3447	43.4276	45.2989	49.3585	49.1193	46.4939	44.5906	42.666	37.3638	30.621	26.5788	22.8684	19.4274	15.8897	12.6037	8.59686	6.61296	4.30642	3.89821	3.67989	2.00225	1.58448	0.756664	0.241589	0.197882	0.126225	0.0584543	0.0365309	0.0474943	0.093135	0.00145577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.849273	3.1022	10.3714	16.0802	26.5452	39.3095	43.702	53.1307	59.1658	62.8948	66.4021	70.0527	65.4872	63.5715	57.8533	53.1076	46.1761	38.1354	33.7794	28.9966	24.0225	16.5321	12.6326	9.93433	7.72813	6.442	3.9574	3.07745	1.84013	1.2286	0.949175	0.349056	0.29837	0.171352	0.142594	0.212629	0.0718417	0.00431669	0.0110176	0.0167936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.524972	3.05803	9.42867	16.8926	28.9762	41.1463	52.0124	66.6396	78.428	80.9559	83.4719	89.1764	91.4154	88.229	87.0365	78.2131	67.6132	63.7281	52.7144	47.1811	38.3664	31.8361	23.8877	17.8278	14.6256	12.0636	8.04525	6.15388	4.64745	2.97479	2.07248	1.17264	0.974071	0.483534	0.216487	0.209449	0.0863161	0.0646895	0.0132673	0.0163662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
