1.27699	3.73781	1.34912	2.18451	0.909615	1.17603	0.461271	0.649663	0.148258	0	0.0304151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.60038	17.9252	17.8194	20.6358	13.3027	8.77695	4.4595	2.50453	1.39341	0.883265	0.276346	0.108108	0.144799	0.0269992	0.064217	0.0118304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35.2685	73.5105	92.5763	92.8912	68.5544	44.3045	29.4399	17.8391	9.79965	7.22099	3.79109	1.66638	1.20876	0.235306	0.141067	0.195092	0.165247	0	0.0832845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97.2829	215.688	309.63	293.993	237.344	170.162	121.17	77.8986	45.5657	26.3654	17.6894	9.41706	5.08104	2.72818	1.0209	0.412658	0.549361	0.255971	0.288124	0.00788156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194.27	471.598	683.065	745.765	643.922	508.527	375.906	249.558	164.337	98.1842	61.3341	36.5816	19.6459	11.5073	4.38028	2.90852	2.15585	0.959686	0.343484	0.156283	0.0389931	0	0	0.0130227	0.0116884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
316.385	839.237	1332.95	1550.33	1469.52	1228.5	951.455	671.595	474.442	299.675	191.198	113.664	68.6041	37.9319	19.6243	10.7082	5.93358	3.78037	1.61358	0.999172	0.643619	0.207324	0.178782	0.196414	0.234489	0.0738948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
423.751	1263.7	2147.22	2658.1	2751.48	2441.5	1987.17	1543.69	1103.5	765.462	491.886	312.573	194.388	112.951	64.1692	40.4119	22.9774	11.7806	5.87825	3.24842	2.01705	0.921644	0.676325	0.198092	0.295291	0.0793922	0.0243964	0.0369863	0.00539415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
489.499	1637.96	2947.63	3966.91	4393.25	4190.08	3644.98	2965.06	2243.19	1617.63	1103.55	730.854	464.543	289.709	176.53	105.012	62.709	35.9311	20.6753	9.72567	6.20706	3.05077	2.12057	1.1835	0.460769	0.187899	0.12419	0.225287	0.0541856	0.0245171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
511.615	1854.13	3605.97	5275.28	6194.55	6318.12	5855.43	4938.21	3944.45	2988.27	2136.88	1490.37	1005.03	638.108	404.622	252.732	153.28	93.8649	55.977	30.1107	17.6548	10.3981	6.91009	3.36803	2.02736	1.09356	0.490136	0.468833	0.165484	0.180175	0.000337245	0	0	0	0.0714464	0.0240171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
489.765	1890.57	3996.77	6163.33	7770.38	8391.22	8258.09	7365.17	6172.67	4891.79	3687.97	2662.95	1847.92	1248.83	824.552	531.705	336.116	207.988	125.748	74.7588	45.5114	26.6349	15.8449	8.9683	4.9221	3.09102	1.46309	1.29786	0.452879	0.131774	0.117969	0.0450786	0	0	0.00989218	0.0336024	0.0233931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
